Agency,Year,Region,Current Year Jurisdiction total operating budget,Population,Total number of parks,Total number of non-park sites,Total number of FTEs
Indy Parks and Recreation,2020,IN,31341868.0,887232.0,,,
Miami (City of) Oklahoma Parks and Recreation ,2010,OK,,13800.0,21,65,23
"Eugene Public Works Department, Parks and Open Space Division",2011,OR,,154620.0,,,
"Eugene Public Works Department, Parks and Open Space Division",2012,OR,,,,,
Billerica (Town of) Recreation Department,2011,MA,,40000.0,,,
Anderson Mill Limited District,2010,TX,1700000.0,11500.0,7,0,10
Anderson Mill Limited District,2012,TX,,11000.0,7,6,35
Rapid City,2011,SD,5200000.0,67000.0,48,0,88
Rapid City,2018,,165000000.0,70000.0,,,51
Rapid City,2015,SD,7800000.0,70000.0,28,4,59
Rapid City,2020,SD,165000000.0,70000.0,,,51
Rapid City,2022,SD,165000000.0,77000.0,,,51
Snowmass Village Parks and Recreation,2015,,,,,,0
Snowmass Village Parks and Recreation,2011,CO,,,3,0,
Snowmass Village Parks and Recreation,2010,CO,,,3,0,
Worcester County Department of Recreation and Parks,2011,MD,,,,,
Worcester County Department of Recreation and Parks,2017,,,,,,
Worcester County Department of Recreation and Parks,2018,MD,535000.0,53000.0,12,,9
Monroe (City of) Recreation Dept,2018,MI,1432054.0,20733.0,28,,6
Monroe (City of) Recreation Dept,2016,,,,,,
Monroe (City of) Recreation Dept,2011,MI,,20733.0,,,3
Monroe (City of) Recreation Dept,2013,MI,,20733.0,,,2
Park District of Franklin Park,2012,IL,4600000.0,14500.0,17,0,20
Madison School and Community Recreation,2010,WI,,,,,
Madison School and Community Recreation,2013,WI,11916499.0,240323.0,,,492
Madison School and Community Recreation,2020,WI,490533629.0,259680.0,,,76
"Germantown Parks and Recreation, TN",2022,TN,2565699.0,41333.0,31,0,34
"Germantown Parks and Recreation, TN",2021,TN,2321465.0,41333.0,31,0,34
"Germantown Parks and Recreation, TN",2013,TN,,,,,
"Germantown Parks and Recreation, TN",2014,TN,71300000.0,39375.0,,,5
"Germantown Parks and Recreation, TN",2015,TN,2237300.0,40123.0,28,0,176
Recreation and Parks Department,2013,NC,,,,,
Recreation and Parks Department,2012,NC,18489939.0,19890.0,8,2,13
Hampden Township Parks and Recreation,2011,PA,,,5,0,
Hampden Township Parks and Recreation,2015,PA,882000.0,28044.0,6,0,14
Hampden Township Parks and Recreation,2016,PA,971790.0,28044.0,5,0,7
Latrobe-Unity Parks and Recreation,2013,PA,,31000.0,14,3,7
"Westminster Parks, Recreation and Libraries",2011,CO,,,,,
"Westminster Parks, Recreation and Libraries",2010,CO,,,,,
"Westminster Parks, Recreation and Libraries",2012,CO,,110000.0,68,20,177
"Westminster Parks, Recreation and Libraries",2019,CO,25499975.0,113479.0,58,50,273
"Westminster Parks, Recreation and Libraries",2021,CO,378148941.0,117832.0,64,,157
"Westminster Parks, Recreation and Libraries",2020,CO,241976062.0,113479.0,58,50,273
"Westminster Parks, Recreation and Libraries",2022,CO,409370171.0,117832.0,64,,204
Buckley (City of) Parks and Recreation,2010,UT,,,,,
Buckley (City of) Parks and Recreation,2011,UT,3256943.0,24650.0,,,21
Tualatin Hills Park and Recreation District,2011,OR,,,,,
Tualatin Hills Park and Recreation District,2010,OR,34979539.0,212000.0,283,0,270
Tualatin Hills Park and Recreation District,2009,OR,,,,,
Tualatin Hills Park and Recreation District,2012,OR,,,,,
Tualatin Hills Park and Recreation District,2013,OR,,220000.0,90,162,179
Tualatin Hills Park and Recreation District,2016,OR,39164194.0,240000.0,103,149,487
Tualatin Hills Park and Recreation District,2015,OR,37530880.0,230000.0,100,146,463
Tualatin Hills Park and Recreation District,2017,OR,41232020.0,250000.0,214,15,497
Leawood Parks and Recreation,2016,KS,49604559.0,31867.0,7,1,58
Leawood Parks and Recreation,2019,KS,10400000.0,32000.0,,,
Leawood Parks and Recreation,2018,KS,10300000.0,32000.0,,,
Leawood Parks and Recreation,2012,KS,49604559.0,31867.0,7,0,58
Leawood Parks and Recreation,2009,KS,44376305.0,31867.0,7,0,65
Leawood Parks and Recreation,2010,KS,44370676.0,31867.0,7,0,52
Leawood Parks and Recreation,2011,KS,44370676.0,31867.0,7,0,58
Leawood Parks and Recreation,2022,KS,,,,,
Des Peres Parks and Recreation,2011,MO,13251510.0,8593.0,,,
Des Peres Parks and Recreation,2010,MO,,,,,
Des Peres Parks and Recreation,2012,MO,18658397.0,8373.0,,,
Des Peres Parks and Recreation,2013,MO,,,,,
Des Peres Parks and Recreation,2019,MO,16814055.0,8573.0,6,4,26
Milford Recreation Department,2013,NH,,,,,
Milford Recreation Department,2012,NH,119599.0,15115.0,7,17,4
Milford Recreation Department,2011,NH,,,,,
Acme Township Parks,2011,MI,900896.0,4375.0,9,6,1
Acme Township Parks,2010,MI,797849.0,4375.0,9,6,1
Acme Township Parks,2009,MI,,,,,
Acme Township Parks,2012,MI,715321.0,4375.0,7,7,1
Acme Township Parks,2013,MI,776250.0,4375.0,6,16,1
Acme Township Parks,2015,MI,782828.0,4375.0,6,16,1
Dawson County Parks and Recreation,2012,GA,26000000.0,22330.0,4,0,10
Dawson County Parks and Recreation,2010,GA,840000.0,23000.0,4,0,
Dawson County Parks and Recreation,2011,GA,26000000.0,22330.0,4,0,10
Washington Park District,2011,IL,,,,,
Washington Park District,2014,IL,,,,,
Washington Park District,2015,IL,,,,,
Washington Park District,2017,IL,3610000.0,16800.0,15,0,10
Washington Park District,2016,IL,3036697.0,16664.0,,,0
Orange County Parks and Recreation,2016,FL,16300000.0,1225267.0,98,1,
Orange County Parks and Recreation,2018,,,,,,
Orange County Parks and Recreation,2014,FL,1661144135.0,1225267.0,100,0,275
Orange County Parks and Recreation,2013,FL,1608200003.0,1202234.0,100,0,265
Orange County Parks and Recreation,2012,FL,1619244252.0,1169107.0,95,1,265
Orange County Parks and Recreation,2022,FL,58739019.0,1422746.0,109,1,298
Orange County Parks and Recreation,2020,FL,,1393492.0,106,1,299
Orange County Parks and Recreation,2021,FL,,1429908.0,109,1,299
Frankfort (City of) Parks and Recreation,2012,KY,,28000.0,9,6,11
Jackson Recreation and Parks Dep,2012,TN,,68000.0,,,
Lake County Forest Preserve District,2012,IL,31098760.0,706222.0,64,0,294
Lake County Forest Preserve District,2011,IL,,,,,
Lake County Forest Preserve District,2013,IL,,,,,
Willoughby Parks and Recreation,2011,OH,27643000.0,22500.0,14,0,11
Willoughby Parks and Recreation,2010,OH,27643000.0,22500.0,14,0,12
Willoughby Parks and Recreation,2009,OH,27643000.0,22500.0,14,0,12
Willoughby Parks and Recreation,2017,OH,1982000.0,23000.0,,,
Arlington Parks and Recreation,2015,TX,27775779.0,383204.0,92,45,270
Arlington Parks and Recreation,2016,TX,28142050.0,388125.0,92,44,282
Arlington Parks and Recreation,2018,TX,32071290.0,388125.0,99,12,254
Arlington Parks and Recreation,2019,TX,33198581.0,398112.0,99,16,265
Arlington Parks and Recreation,2009,,,332969.0,,,
Arlington Parks and Recreation,2011,TX,,,,,
Arlington Parks and Recreation,2013,TX,,365438.0,,,
Arlington Parks and Recreation,2014,TX,414997698.0,365438.0,90,0,271
Arlington Parks and Recreation,2021,TX,,394266.0,99,343,278
Arlington Parks and Recreation,2020,TX,33197291.0,398854.0,99,16,278
Arlington Parks and Recreation,2022,TX,27231210.0,392786.0,100,618,290
Park City Recreation,2013,UT,,,,,
Park City Recreation,2011,UT,35500000.0,7558.0,12,0,22
Park City Recreation,2010,UT,34655371.0,7500.0,12,0,
Park City Recreation,2012,UT,38172000.0,7882.0,12,0,22
Park City Recreation,2016,UT,51523499.0,7558.0,,,
Park City Recreation,2015,UT,2700000.0,32790.0,6,0,38
Park City Recreation,2017,,,,,,
Tolland Recreation Department,2012,CT,50427662.0,15052.0,4,0,10
Tolland Recreation Department,2010,CT,,,,,
Forest Lake (City of) Department of Parks and Trails,2011,MN,16000000.0,18375.0,17,5,1
Forest Lake (City of) Department of Parks and Trails,2012,MN,16000000.0,18375.0,17,5,1
Forest Lake (City of) Department of Parks and Trails,2017,MN,,,,,
San Francisco Recreation and Parks Department,2015,CA,10502848158.0,852469.0,220,0,"1,065"
San Francisco Recreation and Parks Department,2016,,,,,,
San Francisco Recreation and Parks Department,2018,CA,10100000000.0,886353.0,,,
San Francisco Recreation and Parks Department,2012,CA,6833766939.0,805235.0,220,0,885
San Francisco Recreation and Parks Department,2021,CA,168038184.0,864000.0,220,,"31,778"
"Peabody Recreation, Parks and Forestry",2022,MA,83823975.0,54119.0,40,10,35
"Peabody Recreation, Parks and Forestry",2023,MA,83823975.0,54119.0,40,10,35
"Peabody Recreation, Parks and Forestry",2011,MA,,,,,
Hayward Area Recreation and Park District,2011,CA,,,,,
Hayward Area Recreation and Park District,2010,CA,24838637.0,273000.0,113,0,
Hayward Area Recreation and Park District,2009,CA,23560730.0,272000.0,113,0,
Hayward Area Recreation and Park District,2012,CA,,275000.0,,,115
Hayward Area Recreation and Park District,2022,CA,37573063.0,309000.0,74,33,128
Hayward Area Recreation and Park District,2021,CA,,,,,
Savage Parks and Recreation,2012,MN,15080000.0,26911.0,26,2,
Savage Parks and Recreation,2010,MN,12000000.0,27567.0,,,
Savage Parks and Recreation,2014,MN,12932561.0,28518.0,21,0,16
Foss Park District,2015,IL,4449093.0,30395.0,8,2,38
Foss Park District,2017,IL,4700000.0,50000.0,,,
Foss Park District,2020,IL,3777742.0,35000.0,9,2,32
Foss Park District,2022,IL,3213997.0,35000.0,10,2,36
Burlington Recreation and Parks,2022,NC,62479369.0,61000.0,26,1,88
Burlington Recreation and Parks,2020,,,,,,
Burlington Recreation and Parks,2021,,,,,,
Burlington Recreation and Parks,2014,NC,6315152.0,51510.0,,,
Burlington Recreation and Parks,2010,NC,,,,,
Burlington Recreation and Parks,2011,NC,47694831.0,49963.0,15,19,37
Burlington Recreation and Parks,2012,NC,47694831.0,49963.0,15,19,37
Richmond,2011,CA,6300000.0,99000.0,,,
Elk Grove Park District,2011,IL,,36000.0,,,
Elk Grove Park District,2012,IL,,,,,
Elk Grove Park District,2013,IL,,33350.0,42,9,70
Elk Grove Park District,2018,IL,15566552.0,33000.0,,,
Elk Grove Park District,2019,IL,17000000.0,32458.0,,,
Elk Grove Park District,2020,IL,16559605.0,32400.0,49,0,139
Elk Grove Park District,2022,IL,24569962.0,32812.0,49,0,140
"Keene - Park, Recreation and Cemeteries",2022,NH,,,,,
"Keene - Park, Recreation and Cemeteries",2015,NH,40354569.0,23034.0,15,117,
"Keene - Park, Recreation and Cemeteries",2013,NH,34840412.0,23354.0,24,5,24
"Keene - Park, Recreation and Cemeteries",2014,NH,35095786.0,23354.0,24,5,
"Keene - Park, Recreation and Cemeteries",2011,NH,,,,,
Durham Parks and Recreation,2011,NC,206009982.0,228330.0,,,
Durham Parks and Recreation,2012,NC,182811731.0,228330.0,,,106
Durham Parks and Recreation,2013,NC,176667892.0,239358.0,68,0,199
Durham Parks and Recreation,2019,NC,510900000.0,228330.0,68,,124
Durham Parks and Recreation,2022,NC,477787988.0,283506.0,68,6,204
Durham Parks and Recreation,2020,NC,477787988.0,278993.0,69,,177
La Vista (City of) Recreation Department,2015,NE,133336.0,18500.0,,,5
La Vista (City of) Recreation Department,2013,NE,546612.0,17333.0,17,0,5
La Vista (City of) Recreation Department,2012,NE,,,,,
Geneva Recreation Dept,2012,NY,15088379.0,13000.0,16,0,4
Geneva Recreation Dept,2015,NY,24500000.0,13000.0,16,0,4
Blowing Rock Parks and Recreation,2012,NC,,,,,
Blowing Rock Parks and Recreation,2011,NC,,,,,9
General Services Department,2011,TX,20854638.0,700000.0,212,0,
General Services Department,2013,TX,756804795.0,700000.0,,,282
Columbus Parks and Recreation,2013,GA,266953923.0,189885.0,57,3,289
Columbus Parks and Recreation,2010,GA,,194107.0,,,
Columbus Parks and Recreation,2012,GA,,,,,
Columbus Parks and Recreation,2019,,,,,,
Columbus Parks and Recreation,2018,GA,10780113.0,199997.0,52,0,268
Columbus Parks and Recreation,2020,GA,10800.0,199997.0,52,,104
Columbus Parks and Recreation,2021,GA,10800000.0,199997.0,52,,200
Columbus Parks and Recreation,2022,GA,12234518.0,207000.0,52,6,129
Garden City Recreation Commission,2021,KS,8442400.0,31000.0,11,20,105
Garden City Recreation Commission,2020,KS,1848102.0,31000.0,14,0,26
Garden City Recreation Commission,2018,KS,1787623.0,30000.0,18,,27
Garden City Recreation Commission,2012,KS,,29000.0,15,4,13
Southern Pines Recreation and Parks,2012,NC,14931114.0,12334.0,,,
Mount Airy Parks and Recreation ,2012,NC,17560428.0,10388.0,5,1,32
Mount Airy Parks and Recreation ,2013,NC,12973817.0,10388.0,5,1,32
Mount Airy Parks and Recreation ,2014,NC,12973817.0,10444.0,5,1,37
Mount Airy Parks and Recreation ,2018,NC,13102903.0,10232.0,6,0,33
Mount Airy Parks and Recreation ,2019,NC,13552613.0,10232.0,6,1,33
Mount Airy Parks and Recreation ,2015,NC,13067342.0,10444.0,5,1,34
Mount Airy Parks and Recreation ,2017,NC,13102903.0,10500.0,6,0,34
Mount Airy Parks and Recreation ,2020,NC,13552613.0,10232.0,6,1,33
Mount Airy Parks and Recreation ,2021,NC,15000000.0,10600.0,6,1,33
Mount Airy Parks and Recreation ,2023,,,,,,
Mount Airy Parks and Recreation ,2022,NC,22000000.0,10600.0,6,1,33
Wayland Recreation Department,2013,MA,781583.0,13913.0,,,
Wayland Recreation Department,2012,MA,,,,,
Rowlett,2012,TX,3135171.0,57703.0,17,7,27
Rowlett,2010,TX,,,16,7,
Rowlett,2009,TX,,,16,7,
Rowlett,2011,TX,,,16,7,
Rowlett,2013,TX,3135171.0,57703.0,17,7,27
Rowlett,2014,TX,3135171.0,57703.0,17,7,27
Rowlett,2017,TX,3135171.0,58043.0,16,7,44
Rowlett,2015,TX,3135171.0,57703.0,17,7,30
Rowlett,2016,TX,3135171.0,58043.0,16,7,44
Rowlett,2018,TX,3135171.0,65000.0,16,7,44
Rowlett,2022,TX,4583422.0,73270.0,16,7,48
Rowlett,2021,TX,4215630.0,73270.0,16,7,45
Rowlett,2020,TX,3135171.0,65000.0,16,7,44
Tulsa County Parks,2018,OK,8300000.0,646266.0,11,5,150
Tulsa County Parks,2016,OK,63314732.0,629598.0,9,7,135
Tulsa County Parks,2015,OK,63314732.0,629598.0,9,7,135
Tulsa County Parks,2017,OK,830000.0,643000.0,,,
Tulsa County Parks,2011,OK,64200000.0,613816.0,9,7,128
Tulsa County Parks,2012,OK,8000000.0,,,,
Tamarac Parks and Recreation,2012,FL,,,,,
Tamarac Parks and Recreation,2011,FL,,60427.0,10,0,23
Tamarac Parks and Recreation,2010,FL,95000000.0,59000.0,,,
Tamarac Parks and Recreation,2014,FL,47255087.0,61000.0,12,0,86
Tamarac Parks and Recreation,2018,FL,62905031.0,65000.0,12,0,86
Tamarac Parks and Recreation,2019,FL,62905031.0,65000.0,12,0,69
Tamarac Parks and Recreation,2020,FL,77048006.0,65000.0,12,0,69
Tamarac Parks and Recreation,2021,FL,71279982.0,65000.0,12,0,57
Tamarac Parks and Recreation,2022,FL,71388801.0,66721.0,12,0,57
Grafton Parks and Recreation,2022,ND,775112.0,4139.0,5,4,7
Grafton Parks and Recreation,2021,ND,756598.0,4150.0,5,4,7
Grafton Parks and Recreation,2019,ND,708070.0,4500.0,,,
Grafton Parks and Recreation,2018,ND,672232.0,4500.0,,,
Grafton Parks and Recreation,2015,ND,600033.0,4244.0,,,
Grafton Parks and Recreation,2016,ND,642000.0,4268.0,5,7,4
Grafton Parks and Recreation,2012,ND,,,3,10,
Needham Park and Recreation,2011,MA,,,,,
Wichita Park and Recreaton,2011,KS,,,,,
Wichita Park and Recreaton,2010,KS,21952514.0,372186.0,,,
Wichita Park and Recreaton,2016,KS,573387600.0,388518.0,138,0,251
Wichita Park and Recreaton,2015,KS,16074393.0,382368.0,130,0,232
Wichita Park and Recreaton,2017,KS,580585538.0,388518.0,138,0,251
Wichita Park and Recreaton,2018,KS,580585538.0,388518.0,138,0,251
Wichita Park and Recreaton,2019,KS,16687067.0,389255.0,,,
Lakewood (City of) Community Resources,2019,CO,183660097.0,155000.0,102,,391
Lakewood (City of) Community Resources,2015,CO,153310876.0,149000.0,101,159,179
Lakewood (City of) Community Resources,2016,CO,45933378.0,145000.0,,,
Lakewood (City of) Community Resources,2010,CO,155726603.0,148000.0,99,0,385
Lakewood (City of) Community Resources,2009,CO,,,99,0,
Lakewood (City of) Community Resources,2021,CO,183660097.0,156798.0,102,,391
Lakewood (City of) Community Resources,2020,CO,51125667.0,158660.0,110,,372
"Garland Parks, Recreation and Cultural Arts",2020,TX,767655708.0,239730.0,61,23,121
"Garland Parks, Recreation and Cultural Arts",2021,TX,773800000.0,242830.0,61,23,131
"Garland Parks, Recreation and Cultural Arts",2022,TX,,247590.0,61,23,122
"Garland Parks, Recreation and Cultural Arts",2010,TX,,,61,0,
"Garland Parks, Recreation and Cultural Arts",2011,TX,10048824.0,225000.0,61,0,10
"Garland Parks, Recreation and Cultural Arts",2012,TX,526087812.0,226876.0,61,23,158
"Garland Parks, Recreation and Cultural Arts",2013,TX,,,,,
"Garland Parks, Recreation and Cultural Arts",2016,TX,675202092.0,234300.0,61,23,168
"Garland Parks, Recreation and Cultural Arts",2015,TX,10595769.0,235501.0,63,0,0
"Garland Parks, Recreation and Cultural Arts",2017,TX,675202092.0,234300.0,61,23,168
"Jefferson Park, Recreation and Forestry Department",2017,WI,12199955.0,7959.0,11,15,10
"Jefferson Park, Recreation and Forestry Department",2015,WI,5442985.0,7955.0,10,10,21
"Jefferson Park, Recreation and Forestry Department",2019,WI,13950900.0,7989.0,12,15,10
"Jefferson Park, Recreation and Forestry Department",2018,WI,12257370.0,7967.0,12,15,10
"Jefferson Park, Recreation and Forestry Department",2010,WI,5267640.0,7865.0,,,
"Jefferson Park, Recreation and Forestry Department",2022,WI,7079300.0,7753.0,16,15,12
"Jefferson Park, Recreation and Forestry Department",2020,WI,13950900.0,7989.0,12,15,10
"Hollywood (City of) Parks, Recreation and Cultural Arts",2020,FL,11700000.0,158239.0,,,
"Hollywood (City of) Parks, Recreation and Cultural Arts",2021,FL,608000000.0,152511.0,40,0,106
"Hollywood (City of) Parks, Recreation and Cultural Arts",2011,FL,352579559.0,140768.0,58,0,
"Hollywood (City of) Parks, Recreation and Cultural Arts",2015,FL,12868767.0,146526.0,38,0,43
"Hollywood (City of) Parks, Recreation and Cultural Arts",2016,,,,,,
San Carlos (City of) Parks and Recreation,2016,CA,5500000.0,28615.0,15,2,23
San Carlos (City of) Parks and Recreation,2019,CA,44000000.0,30000.0,,,
San Carlos (City of) Parks and Recreation,2013,CA,,28615.0,15,2,23
Shelbyville / Shelby County Parks and Recreation,2013,KY,,44000.0,12,0,40
Shelbyville / Shelby County Parks and Recreation,2019,KY,49712603.0,49024.0,10,2,29
Shelbyville / Shelby County Parks and Recreation,2018,KY,40000000.0,43500.0,12,0,39
Shelbyville / Shelby County Parks and Recreation,2016,KY,40000000.0,43500.0,12,0,38
Shelbyville / Shelby County Parks and Recreation,2015,KY,40000000.0,43500.0,12,0,39
Shelbyville / Shelby County Parks and Recreation,2017,KY,40000000.0,43500.0,12,0,39
Shelbyville / Shelby County Parks and Recreation,2020,KY,,49024.0,,,12
Shelbyville / Shelby County Parks and Recreation,2021,KY,56026985.0,49024.0,,,12
Shelbyville / Shelby County Parks and Recreation,2022,KY,,48461.0,,,12
Le Roy Community Park District,2014,IL,611931.0,5200.0,1,0,10
Carteret County Parks and Recreation,2014,NC,92347265.0,68811.0,8,6,14
Carteret County Parks and Recreation,2013,NC,91105295.0,67632.0,8,6,14
